"no","district","landid","eligible","voters","cducsu1","cducsu2","spd1","spd2","fdp1","fdp2","dielink1","dielinke2","greens1","greens2","pirates1","pirates2","afd1","afd2","turnout","area","population","popdensity","pop18_25","pop25_35","pop35_60","pop60_75","pop75_","abitur","localbusinesstax","unemployment","socialbenefits","land","east"
68,"Harz",15,224917,132539,45.1029508295671,42.7187469348645,18.7680607217498,18.4149571069647,1.39732456107259,2.23405940892869,22.5292178151337,22.5405352386845,3.71815088389078,3.55819796437275,1.92848897305699,1.70138600713752,NA,3.71513290427723,58.927960091945,2339.5,265.1,114,6.5,10.8,37.5,20.8,11.6,30.6,213.4,9.7,113.7,"Saxony-Anhalt",TRUE
69,"Magdeburg",15,244267,154404,35.6506308126732,36.9044843397839,24.7098520763711,20.5713582549675,1.35359187585814,2.38789150540141,24.76036890236,23.6217973627626,3.93318825937152,5.49856221341416,2.68969715810471,2.36651900209839,NA,4.11582601487008,63.2111582817163,588.4,292.1,497.6,9,13.8,34.2,19.9,10.7,37,331.5,11.3,139.1,"Saxony-Anhalt",TRUE
70,"Dessau - Wittenberg",15,185954,120805,43.9120897313853,41.9130002897231,17.0067464095029,16.8486403708456,1.23256487728157,2.39394064815198,21.5347046893754,22.4626464136418,4.30114647572534,3.89305078432184,1.69943297048963,1.78800546335003,4.6148752121187,5.00807085799429,64.9649913419448,2174.8,219.4,101.7,6.4,10.5,37.5,21.9,11.8,32.1,331.1,11.1,113.2,"Saxony-Anhalt",TRUE
71,"Anhalt",15,236732,140667,40.1757341807247,40.7750218601378,15.1023338807254,16.5099134836173,1.97487683678475,2.52795609489077,28.2333454186128,25.1835896123469,2.05023210845472,2.5393304755202,1.2227459176637,1.5639773365466,4.48861495588873,4.71681346726667,59.4203571971681,2257.3,280.4,125.4,6.8,10.7,38.3,20.6,11.3,27.1,243.9,11.9,133.7,"Saxony-Anhalt",TRUE
72,"Halle",15,219667,143332,35.7254486088243,37.1619735997544,22.9934697066949,17.6227220718332,2.06374012781514,3.08235425445818,25.1206987971981,24.0344096224151,3.68794128317473,7.10588005469818,2.02187927329557,2.51095359026596,3.32654257248905,4.10166606200988,65.2496733692362,414.1,267.6,648.2,9.4,14.2,33.8,19.3,9.9,37,229.9,11.4,143,"Saxony-Anhalt",TRUE
73,"Burgenland - Saalekreis",15,201043,123809,44.0549556171199,42.1568706636836,15.1774103659669,16.0327601386006,1.51766026702421,2.72516537569967,25.2808761883223,23.3690604075633,3.84463165036467,3.01432044520188,2.00954696346792,1.69373793504511,NA,4.22747942395141,61.5833428669489,1711.5,239.6,141.1,6.3,11,38.1,20,12,32.7,383.4,12.1,122.7,"Saxony-Anhalt",TRUE
74,"Mansfeld",15,217783,132983,41.1368370393208,40.5081852567621,17.7165502357444,16.843506312837,1.84835655685313,2.88533120774836,27.0575938277825,25.2761631185941,2.40105878194957,2.73493604445681,2.34842047479753,1.68066594978305,NA,4.04412594090974,61.0621582033492,2305.3,256.4,112.1,6.3,10.6,38.3,20.9,11.5,24.3,164.8,12,122.3,"Saxony-Anhalt",TRUE
75,"Berlin-Mitte",11,204085,141574,23.496545975956,22.280927288909,27.8017150041674,25.7130546569285,1.47484707644059,3.62637207396838,16.3871897382288,18.4129854351788,18.1438682243915,16.4783081639284,3.85875937672171,4.66752369785413,2.97512255075084,3.84463248901634,69.370115393096,39.5,344,8607.8,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
76,"Berlin-Pankow",11,235344,175061,23.5889204334489,23.201626861494,20.6670817600722,21.7238562558194,0.903113771770983,2.50198502236363,27.9479724210418,24.8324869616876,14.5332198490812,13.8808758090037,3.34740461896139,3.8655097366061,4.04887439235466,4.78233301534894,74.3851553470664,96.8,309.9,3167,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
77,"Berlin-Reinickendorf",11,182934,133484,44.0839351532768,39.3642683767343,28.9120793503341,25.8989841479129,1.9515447544275,4.27616793023883,6.37379760870217,7.78670102783854,6.58505888346169,8.56057654850019,2.43549788738725,2.55985736118186,4.38404602798837,5.92280722783255,72.9683929723288,89.4,246.7,2731.4,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
78,"Berlin-Spandau - Charlottenburg Nord",11,187363,130485,38.3729930643369,35.8332375368816,36.6248994137257,28.3036364333065,1.37027244510863,3.72150055561942,7.04985247346438,9.30834961873012,4.55378012798406,8.07908955052305,3.08847760278959,3.03483158983791,4.24799785415948,5.71559949419474,69.6428857351772,99.6,264.6,2628.8,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
79,"Berlin-Steglitz - Zehlendorf",11,220007,175539,41.848250246384,36.7439714251534,28.7913227260039,25.2770039706276,2.62334865756328,6.29888514802978,5.18517252576351,7.07876882060397,11.6304638855183,13.3799326645361,2.40174548106119,2.48263918559408,4.17058317524881,5.27347199197899,79.7879158390415,102.6,299.5,2902.1,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
80,"Berlin-Charlottenburg - Wilmersdorf",11,197797,153420,36.5526007039499,32.124234128536,31.0383261634728,26.7618302698475,2.47751271020727,6.74423152131404,6.10611393560162,8.76417676965194,14.4544387954634,15.2027115108852,2.38365271802894,2.5237909007952,3.68204927649589,4.74253682701082,77.5643715526525,57.1,292.9,5087.6,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
81,"Berlin-Tempelhof - Schöneberg",11,235259,177205,34.3816483733529,31.192686436613,25.7662029852431,26.9935949888547,1.45876245026946,4.02584577184617,7.22383679918738,10.1221748821986,20.0112863632516,15.2032956180695,2.95307694478147,3.11842216641743,3.60655737704918,4.50777348268954,75.3233670125266,53.2,335.4,6335,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
82,"Berlin-Neukölln",11,205635,140825,29.8895792650453,28.4310314219776,31.6193857624712,25.7134741700692,1.32149831350968,2.92703710278715,11.4638736019883,13.9726611042073,11.4510917805787,13.6026983845198,4.32735664832239,4.01491212497781,2.9398189241967,4.14131013669448,68.4829917086099,45,321.8,7074.4,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
83,"Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost",11,226240,168048,13.5217318861278,15.1587641626202,17.7324335904027,23.6741883271446,0.980077120822622,2.12974864324479,16.9243311434828,24.7780396077311,39.3078168142436,20.4822431686185,3.75904503475198,5.71979434447301,1.97860135199467,2.75099971436732,74.2786421499293,26.8,347.2,12842.9,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
84,"Berlin-Treptow - Köpenick",11,201629,148406,22.2605555031468,25.046157163457,17.5821732274975,21.0261040658733,0.962899074161422,1.95679419969543,41.548859210544,29.0540813713731,4.94858698435373,7.26857404687142,2.83344339177661,3.48772960661968,3.90011185531582,5.46204331361266,73.6034994966002,167.8,246.6,1457.9,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
85,"Berlin-Marzahn - Hellersdorf",11,203968,132817,25.2618264228224,25.5592281108593,16.8208888922352,18.9004419614959,0.706234894629453,1.71514188695724,38.2978082624965,32.394949441713,3.0651196759451,3.81577659486361,2.76169466258084,3.00865100100138,4.77875573157051,6.26350542475737,65.1165869155946,61.9,255.1,4091,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
86,"Berlin-Lichtenberg",11,205457,138551,22.3657714487806,22.7288146603056,19.2246898254072,20.1268846850618,0.677728778572511,1.52795721431098,39.6474944244358,34.0365641532721,4.14865284263556,5.74228984272939,3.54887369993721,3.66074586253437,4.20567155776573,5.39873404017293,67.435521788014,52.2,267.4,5069.6,8.2,16,36.5,16.7,8,41.8,355.4,11.6,161.8,"Berlin",TRUE
87,"Aachen I",5,179933,134447,40.2946886133569,36.2432780203352,34.8888409559157,27.0976667385661,2.14433940511875,6.24855891169011,6.11765230908834,7.59555810096172,8.87412883887331,13.0051246959769,3.37753910462859,3.47274390652079,2.2023548312718,3.08597439883374,74.7205904419979,160.9,260.6,1619.1,12.7,16.2,34.7,14.3,8.6,41.8,689.4,8.4,90.4,"North Rhine-Westphalia",FALSE
88,"Aachen II",5,228375,164576,44.733740034999,40.3023527124247,35.0202945751507,32.1413814894031,2.32536943418238,4.82937973945168,5.72258409488625,6.40312074664593,5.52692980750535,6.20989694730702,2.76042679370017,2.25549290297492,NA,3.24287867003694,72.063929939792,546.3,306.3,560.8,8.2,10.6,37.2,16.9,9.6,41.8,451.2,8.4,90.4,"North Rhine-Westphalia",FALSE
89,"Heinsberg",5,188266,134521,52.5189375636518,48.6295819983497,27.8350592100862,25.940187777373,2.1714081816222,4.86392459169944,4.25212420365594,5.14046134060853,5.5835148415489,5.45342362902446,2.46058236260509,2.24425926063589,2.26210034121067,3.45819611807822,71.4526255404587,628,254.8,405.7,8.6,10.6,38.1,16,9,35.5,346.1,7,69,"North Rhine-Westphalia",FALSE
90,"Düren",5,199550,145541,49.4039480283906,43.6523041617139,33.5637380531946,29.2350609106712,1.87026336221408,4.87972461368274,5.00752365312867,5.57918387258573,4.77597378058417,5.99762266302966,3.34407486550182,2.38970461931689,NA,3.93840910808638,72.9346028564269,941.4,267.2,283.7,8.6,10.8,37.9,16.4,9.2,36.7,411.8,7.8,81.1,"North Rhine-Westphalia",FALSE
91,"Rhein-Erft-Kreis I",5,247721,182970,45.68945728808,41.2750724162431,34.8013335519484,30.1082144613871,2.94583811553807,5.59381319341969,4.27392468710718,5.06421817784336,5.36809313002131,6.7027381537957,3.53555227632945,2.11236814778379,NA,3.63994097393015,73.8613197912167,525.2,337,638.9,7.8,10.9,38.4,17.3,8.6,38,498.4,7.4,75.8,"North Rhine-Westphalia",FALSE
92,"Euskirchen - Rhein-Erft-Kreis II",5,245268,178218,49.8036113074998,44.3585945302944,30.1333198666801,26.3620958601264,3.42333546555342,6.51505459605651,4.58202875130458,5.09207824125509,5.64813879630565,7.03857073920704,2.74607503170275,2.14680896430215,NA,4.03045708065403,72.6625568765595,1428.1,320.8,224.5,7.9,10.1,37.9,17.1,9.6,36.2,345.8,6.6,64.6,"North Rhine-Westphalia",FALSE
93,"Köln I",5,191277,132837,36.3091608512688,33.0201675737934,36.6102817739034,30.6834692141497,2.44133788025927,5.44652468815164,6.46130219742993,8.06175990123234,10.1726175689002,12.0869938345491,2.53016855243644,2.63556087535852,2.92463696108765,4.0402899794485,69.4474505559999,128.4,280.6,2168,8.6,16.3,36.2,15,8.3,40.3,929.7,9,109.5,"North Rhine-Westphalia",FALSE
94,"Köln II",5,233118,184162,39.6449864792954,35.2455989835037,32.5664360725883,26.1671788968408,2.58576687916074,8.07495574548495,5.16990475776762,6.89012934264398,14.3493228787698,15.5526112878878,1.99661167884797,2.2110967517729,2.08457770875642,3.23356609941247,78.999476659889,101.6,304.3,2969.3,8.6,16.3,36.2,15,8.3,40.3,929.7,9,109.5,"North Rhine-Westphalia",FALSE
95,"Köln III",5,201922,141714,32.4590372158008,30.2736497452616,38.8253806963321,31.2178048746066,2.22843191216111,4.47309369575342,7.67955177328987,9.14517972818494,12.7340982542304,14.751541837786,2.9361954358779,2.67369490664296,NA,3.18458303343353,70.182545735482,123,295.4,2390,8.6,16.3,36.2,15,8.3,40.3,929.7,9,109.5,"North Rhine-Westphalia",FALSE
96,"Bonn",5,226487,175014,37.0130389568834,35.9079845040968,37.6855565840447,25.6602328956541,5.95152387808975,8.23819808701018,4.2985132617962,6.27835487446719,8.45475219125327,13.5337744409019,2.3500977064692,2.52436947901311,2.50379969602432,4.22194795844904,77.2733092848596,141.2,329.3,2322,9.1,15.1,36.3,14.2,8.9,53.3,883.8,6.7,80,"North Rhine-Westphalia",FALSE
97,"Rhein-Sieg-Kreis I",5,234377,172653,48.9745327332858,42.9688450244131,29.1167833747459,26.6806832201004,2.41640747626743,6.25300458144371,4.60229477622746,5.50004923169594,6.31034502730911,8.10874992036049,2.0109699802494,2.18414971069139,3.19658505789068,4.35208192154205,73.6646513949748,660.7,317.1,479,8.2,10.8,38,16.6,8.3,41.8,370.4,5.5,59.3,"North Rhine-Westphalia",FALSE
98,"Rhein-Sieg-Kreis II",5,213791,164635,51.6645913687855,44.8628784887782,26.7853129650439,24.0355938895132,3.07225073647766,8.18052054544902,3.30731618428645,4.5148358489993,7.12606675372794,8.57776293011814,1.91393081665502,1.92121966774987,3.07225073647766,4.47171014668813,77.0074512023425,492.5,284.3,576.5,7.8,10,37.7,17.5,9.2,41.8,257.1,5.5,59.3,"North Rhine-Westphalia",FALSE
99,"Oberbergischer Kreis",5,209414,150899,51.5576643980411,44.6901569924254,29.670839435649,26.6303951649779,2.13785379624782,5.59712125328862,4.22335469419943,5.33800754146813,5.08618347371421,6.85690428697341,1.83500222002797,1.88801781323932,2.95230584695724,4.96159682966753,72.0577420802812,918.9,278.9,304.2,8.5,10.8,36.6,16.2,9.6,33.4,573.2,6,53.8,"North Rhine-Westphalia",FALSE
100,"Rheinisch-Bergischer Kreis",5,216414,169131,57.9533024696833,43.3261791155968,24.770148583051,25.8503763355032,1.73652375968924,6.90352448693616,4.07021776019772,5.00972618857572,6.78290792344396,8.93567707871413,NA,1.95765412609161,2.78659737126842,4.69754214189001,78.1515983254318,437.3,276.5,631.5,7.4,9.1,37.4,18.1,10.3,42.5,256.6,6.2,57.3,"North Rhine-Westphalia",FALSE
101,"Leverkusen - Köln IV",5,214098,150030,38.7929080850497,35.248950209958,40.7731786975938,32.3341998267013,2.29754049190162,4.80703859228154,5.70152636139439,7.0752516163434,7.05792174898354,9.52009598080384,NA,2.54349130173965,NA,3.87055922148904,70.0753860381694,131.1,305.6,2322.3,8.2,13.7,36.2,16.2,9.5,44.6,768.3,8.4,100.9,"North Rhine-Westphalia",FALSE
102,"Wuppertal I",5,213132,145925,35.9273599451773,32.5304094569128,40.0253554908343,31.9602535549083,2.95631317457598,5.61795442864485,7.532636628405,8.56535891725201,6.98852150077094,9.81188966935069,2.92204899777283,2.44029467192051,NA,4.10416309748158,68.4669594429743,130.8,307,2344.8,8.7,12.1,35.8,17.2,10.1,39.8,462.3,11.9,133.9,"North Rhine-Westphalia",FALSE
103,"Solingen - Remscheid - Wuppertal II",5,226117,160929,43.6645974311653,38.5443270013484,32.8909021991064,29.90324925899,2.59120481703111,5.99643320967632,5.73047741550622,6.67375053595064,7.04285740916802,7.87676553014062,2.75400953215393,2.42405035761112,3.59413157355107,4.25839966693387,71.1706771273279,201.7,311.3,1546.8,8.2,11.1,36.3,17.3,10.3,37.7,493,9.4,100.3,"North Rhine-Westphalia",FALSE
104,"Mettmann I",5,205564,154473,48.9587177047122,42.5291151204418,34.2014462074278,27.948573537123,1.91878192305451,6.25352003262706,3.68802314967664,5.0546050118791,5.00734756235718,7.57349180762981,2.0288335178316,2.09939601095337,3.03159775494747,5.0261210697015,75.145939950575,183.8,272.2,1481.5,7.3,10,37.4,18.8,10.3,36.9,785.9,6.8,72.2,"North Rhine-Westphalia",FALSE
105,"Mettmann II",5,165493,123036,44.9518840014305,40.8449559478527,36.6486231672031,30.5439058486947,2.37328911863195,6.03156799635879,4.19877109138789,5.401671055626,4.86605546344159,6.83377222926623,2.43587242758217,2.15790500341364,3.17874443252381,4.65717351019214,74.345138465071,223.3,221.8,995,7.2,9.9,36.9,19,10.6,36.9,798,6.8,72.2,"North Rhine-Westphalia",FALSE
106,"Düsseldorf I",5,218889,165028,47.389533897278,39.9798822018082,28.9229706474053,26.2191870470466,3.52970405022178,9.08027728627869,5.24577647429527,6.36558644593645,8.13619506992753,9.35901786363526,1.85604867052864,2.09540199238917,3.04251399762465,4.17565504035679,75.393464267277,129.6,312.9,2403.8,7.4,15.6,37,16.1,8.9,43,1293.8,8.4,104.1,"North Rhine-Westphalia",FALSE
107,"Düsseldorf II",5,196250,139390,40.1678743094914,36.6238611091183,34.482387545735,29.9426070736782,2.85529808451108,5.7242269890236,8.99490637778894,7.67989095343999,7.40010043762106,9.61259774732764,2.76059975608006,2.51739723079131,NA,4.19327067938876,71.0267515923567,87.8,281.8,3198.6,7.4,15.6,37,16.1,8.9,43,1293.8,8.4,104.1,"North Rhine-Westphalia",FALSE
108,"Neuss I",5,214614,154444,50.9647509777007,44.9871798192225,30.1850508922328,27.5854031234622,2.27072595892362,6.09800315972132,3.8738960399886,4.9247623734169,4.67871849990935,6.06239154645049,2.51935976794178,2.3736758954702,2.69029551164176,4.06360881614048,71.9636184032729,347.6,291.9,838.5,7.8,11.3,37.5,16.8,9.1,44.9,717.2,5.9,66,"North Rhine-Westphalia",FALSE
109,"Mönchengladbach",5,192676,127559,50.0497808857078,43.1408211102313,28.7435618027736,27.7887095383313,2.23190837181226,5.81221238799301,6.13598413283265,6.33432372470778,5.98781740214332,6.10854584937166,NA,2.46866156053277,3.33884712172407,4.11966227392814,66.2038863169258,170.5,257.4,1509,8.7,11.8,36.3,17,9.5,38.2,506.8,10.6,140.9,"North Rhine-Westphalia",FALSE
110,"Krefeld I - Neuss II",5,202204,150999,48.4778044887714,44.2400280796562,30.5617917999457,27.1313055053345,3.60730865767323,7.21925310763647,4.0828084954205,5.14440492983397,5.75699176815741,6.82322399486089,2.23312737170445,2.10133841945973,2.40597619851787,3.80995900635104,74.6765642618346,302.6,273.1,899,7.3,10.1,37.9,18.3,10,41.8,463.9,7.8,88.3,"North Rhine-Westphalia",FALSE
111,"Viersen",5,227631,167490,52.3995462415667,45.8218401098573,28.1795928115111,26.3317212967938,2.30282404919697,6.26485163293331,4.77521046032599,5.31195892292077,5.30180906322766,6.63084363245567,2.0693772762553,2.06818317511493,2.49686548450654,4.0635261806675,73.5796091042081,563.3,299.7,532.3,8,9.7,38.6,17.1,9.4,41,425.9,7,64.4,"North Rhine-Westphalia",FALSE
112,"Kleve",5,225823,161873,50.172666225992,48.0827562348261,32.6045727205896,26.720330135353,3.09069455684395,5.61798446930618,NA,4.52329912956453,5.69582326885892,6.08872387612511,2.67308321956101,1.98427162034434,3.28405601922495,3.89193997763679,71.6813610659676,1232.1,308.7,250,8.4,10.8,38.1,16.2,8.9,29,368.4,6.2,57.2,"North Rhine-Westphalia",FALSE
113,"Wesel I",5,207485,153981,42.9741331722745,38.9463635123814,38.7768620803865,34.5815392808204,1.80606698229002,4.69148791084614,4.88826543534592,5.90397516576721,4.86358706593671,6.35143296900267,2.31651957059637,2.04830466096466,2.92893279040921,3.68746793435554,74.2130756440225,883.6,264.9,300.2,8.1,9.8,38.2,17.4,9.8,37.3,421.1,6.7,72.2,"North Rhine-Westphalia",FALSE
114,"Krefeld II - Wesel II",5,182593,131185,39.5129016274727,36.4416663490491,40.8415596295308,34.1929336433281,2.47360597629302,5.51663681061097,5.33140221824141,6.51446430613256,5.25060029729009,7.23024736059763,2.31733811030225,2.0878911460914,NA,3.87620535884438,71.8455800605719,175.3,247.1,1412.5,7.9,10.7,37.7,17.7,10.4,37.6,393.4,8.4,92.8,"North Rhine-Westphalia",FALSE
115,"Duisburg I",5,171223,121815,31.5864220334113,29.6424906620695,45.7899273488487,38.7185486188072,1.60489266510692,3.31978820342322,7.22571111932028,7.7781882362599,5.01333990066905,6.84726839880146,3.22292000164183,2.37819644542954,NA,5.09871526495095,71.1440635895878,118.6,240.6,2028.4,8.6,11.9,36.1,16.5,10.5,36.7,382.5,12.3,135.7,"North Rhine-Westphalia",FALSE
116,"Duisburg II",5,166103,105682,29.0058855812721,26.1775893718893,42.3525292859711,42.3222497681724,1.58967468443065,2.73556518612441,8.44041558638179,8.66751196987188,5.08222781552204,5.08695899017808,2.75259741488617,2.31732934653016,4.06786396926629,5.06141064703545,63.624377645196,114.3,246.8,2166,8.6,11.9,36.1,16.5,10.5,36.7,382.5,12.3,135.7,"North Rhine-Westphalia",FALSE
117,"Oberhausen - Wesel III",5,208991,147679,31.7506212799382,29.714448228929,44.3136803472396,40.7789868566282,1.63530359766791,3.25164715362374,7.19601297408569,7.94425747736645,7.71673697682135,6.50329430724748,3.00652090006027,2.42349961741344,NA,4.16105201145728,70.6628515103521,124.8,281.7,2258.3,8.3,11.4,37.3,17.3,10,38.8,365.1,10.5,112.3,"North Rhine-Westphalia",FALSE
118,"Mülheim - Essen I",5,191475,140961,35.1068735323955,33.5177815140358,41.6718099332439,37.7941416420145,2.42052766368003,4.53174991664361,5.43696483424493,6.36204340207575,6.25988748660977,6.97852597526976,2.19422393427969,2.02751115556785,3.81878675662063,4.54310057391761,73.6184880532707,115.8,273.2,2358.9,7.8,11.3,36.2,18.2,11.3,44,551,9.2,121.2,"North Rhine-Westphalia",FALSE
119,"Essen II",5,167962,108599,30.61077910478,28.121805909815,47.5851527177967,41.1458669048518,1.58472914115231,3.33980975883756,7.13818727612593,8.02585659168132,4.95584673892025,7.01295592040442,2.80665567822908,2.51659775872706,NA,4.1952504166705,64.6568866767483,67.7,214.5,3161,8.4,12.6,35.5,17.5,10.8,43.3,544.6,12.3,143.8,"North Rhine-Westphalia",FALSE
120,"Essen III",5,195692,151040,39.1293697033898,35.9573622881356,39.0677966101695,32.8561970338983,1.99086334745763,5.68127648305085,4.86030190677966,6.52476165254237,7.66419491525424,9.63320974576271,2.09811970338983,2.04382944915254,2.65823622881356,3.84798728813559,77.1825112932568,118.1,253.1,2146,8.4,12.6,35.5,17.5,10.8,43.3,544.6,12.3,143.8,"North Rhine-Westphalia",FALSE
121,"Recklinghausen I",5,172167,122346,33.8245631242542,33.4281464044595,44.5490657643078,39.2902097330522,1.98290095303484,3.35115165187256,6.05659359521357,6.73826688244814,5.04961339152894,6.30670393801187,2.41364654340967,2.17497915747143,3.20484527487617,4.46602259166626,71.0623987175243,165.1,221.9,1345.4,8.1,10.9,37.6,17.3,10.4,35,267.4,10.7,110.8,"North Rhine-Westphalia",FALSE
122,"Recklinghausen II",5,191504,137426,35.9495292011701,34.259892596743,44.9318178510617,39.5689316432116,1.54410373582874,3.50224848281984,5.47858483838575,6.18587457977384,4.89936402136422,5.71944173591606,2.77021815377003,2.28486603699446,NA,3.9977879003973,71.7614253488178,388.2,251.2,648.9,8.1,10.3,37.6,17.3,10.5,35,404,10.7,110.8,"North Rhine-Westphalia",FALSE
123,"Gelsenkirchen",5,181476,118452,28.2477290379225,27.3359673116537,49.7813460304596,43.4893458953838,1.63188464525715,2.92776820990781,6.00411981224462,7.49670752709958,3.60483571404451,5.41400736163172,2.25407760105359,2.16881099517104,3.71880592982812,4.6879748758991,65.2714408516829,104.9,256.4,2445.7,8.7,11.5,36.4,16.5,10.4,36.5,384.8,13.5,170.8,"North Rhine-Westphalia",FALSE
